Fecha de seguimiento,Hora de seguimiento,Usuario,Nombre punto de control,Es preliminar,Es físico,Es denegado,Cant.,Tipo de objeto,Código,N/S,Nombre / Descripción,Tipo de producción,Nombre producción,Información adicional
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,61.0,STRYKER-GAMMA 3 (1/2),Producción,20220228000173,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,58.0,STRYKER-ARTROSCOPIA HOMBRO,Producción,20220228000155,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,56.0,STRYKER-EXETER 2,Producción,20220228000292,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,55.0,STRYKER-EXETER 2,Producción,20220228000260,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,40.0,STRYKER-JUEGO 2 VASTAGO 1/3,Producción,20220228000240,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,37.0,SYK-ACL BROCAS FLEXIBLES + BANCO TRAB.,Producción,20220228000507,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,36.0,SYK-ACL INSTRUMENTAL,Producción,20220228000465,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,22.0,STRYKER-GAMMA 2 (1/2),Producción,20220228000169,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.STRYK,21.0,STRYKER-GAMMA 1 (2/2),Producción,20220228000126,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.S&N,3.0,S&N-LIGAMENTOPLASTIA,Producción,20220228000467,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.004,,MANGO LAMPARA,Producción,20220228000420,28/02/2022 / PN / NEUC-QUI / Carro AL 6/10 / #200341-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.004,,MANGO LAMPARA,Producción,20220228000419,28/02/2022 / PN / NEUC-QUI / Carro AL 6/10 / #200341-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.NEU.SET,,SET DE NEUROCIRUGIA,Producción,20220228000097,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.NEU.SET,,SET DE NEUROCIRUGIA,Producción,20220228000009,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-NC.020,2.0,Microcirugia Pequeña 02,Producción,20220228000018,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-NC.020,1.0,Microcirugia Pequeña 01,Producción,20220228000017,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-NC.011,5.0,Hernia discal 02,Producción,20220228000443,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.NAV_COLUM,3.0,NAVEGADOR COLUMNA 03,Producción,20220228000204,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.SL018R,,"JERINGA 'ASPIRA PLUS II' 1,8ML",Producción,20220228000360,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.JG524R,,"BANJA LABORATORIO 1,0 LITRO L",Producción,20220228000445,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.GK703R,,"PINZA COAGU.AISLADA, 20CM,RCT.",Producción,20220228000447,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.GK703R,,"PINZA COAGU.AISLADA, 20CM,RCT.",Producción,20220228000053,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.GK701R,,"PINZA COAGU.AISLADA,16 CM, RCT.",Producción,20220228000515,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.BT030R,,"SEPARA. DBL. ROUX, JUEGO 3",Producción,20220228000516,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.009,3.0,Microcirugia 03,Producción,20220228000460,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,17.0,Locales 17,Producción,20220228000133,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,15.0,Locales 15,Producción,20220228000123,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,13.0,Locales 13,Producción,20220228000512,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,9.0,Locales 09,Producción,20220228000142,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,7.0,Locales 07,Producción,20220228000448,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,5.0,Locales 05,Producción,20220228000140,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,4.0,Locales 04,Producción,20220228000134,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,2.0,Locales 02,Producción,20220228000336,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.003,1.0,Locales 01,Producción,20220228000124,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,10.0,Mano 10,Producción,20220228000346,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,9.0,Mano 09,Producción,20220228000130,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,8.0,Mano 08,Producción,20220228000197,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,7.0,Mano 07,Producción,20220228000327,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,6.0,Mano 06,Producción,20220228000098,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,2.0,Mano 02,Producción,20220228000456,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.002,1.0,Mano 01,Producción,20220228000111,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HNB-CPL.001,5.0,Abdomen y Mama 05,Producción,20220228000517,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.002,,SUELTO BANJA,Producción,20220228000113,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.002,,SUELTO BANJA,Producción,20220228000112,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HUBU-QUI.CPL.BJ014R,,PINZA DISEC.BABY-ADSON 180MM,Producción,20220228000446,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.SUELTO,,SUELTO QUIROFANO CIRUGIA PLASTICA,Producción,20220228000514,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.SUELTO,,SUELTO QUIROFANO CIRUGIA PLASTICA,Producción,20220228000513,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.SUELTO,,SUELTO QUIROFANO CIRUGIA PLASTICA,Producción,20220228000359,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.SUELTO,,SUELTO QUIROFANO CIRUGIA PLASTICA,Producción,20220228000358,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.SUELTO,,SUELTO QUIROFANO CIRUGIA PLASTICA,Producción,20220228000357,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,HGY-QUI.CPL.CAJA,,CONTENEDOR QUIROFANO CIRUGIA PLASTICA,Producción,20220228000139,
28/02/2022,21:33,PN,Comisionado,,,,1,Set,EXT-QUI.009,,PINZAS BIPOLARES,Producción,20220228000131,28/02/2022 / PN / CPL-QUI / Carro AL 6/10 / #200340-220228 PN
28/02/2022,21:33,PN,Comisionado,,,,1,Set,DEP-QUI.TRA.ACUFEX,4.0,ACUFEX-BANCO DE TRABAJO LIGAMENTOPLASTIA,Producción,20220228000462,
28/02/2022,20:55,PN,Comisionado,,,,1,Set,HUBU-HOS.VNEO.025,9.0,VENOTOMIA NEONATAL 09,Producción,20220228000390,28/02/2022 / PN / NEO-HOS / C. Abierto Trans. 01 / #200338-220228 PN
28/02/2022,20:55,PN,Comisionado,,,,1,Set,EXT-HOS.006,,GRADILLAS,Producción,20220228000340,28/02/2022 / PN / NEO-HOS / C. Abierto Trans. 01 / #200338-220228 PN
28/02/2022,20:55,PN,Comisionado,,,,1,Set,EXT-HOS.006,,GRADILLAS,Producción,20220228000339,28/02/2022 / PN / NEO-HOS / C. Abierto Trans. 01 / #200338-220228 PN
28/02/2022,20:55,PN,Comisionado,,,,1,Set,EXT-HOS.006,,GRADILLAS,Producción,20220228000338,28/02/2022 / PN / NEO-HOS / C. Abierto Trans. 01 / #200338-220228 PN
28/02/2022,20:55,PN,Comisionado,,,,1,Set,EXT-HOS.006,,GRADILLAS,Producción,20220228000337,28/02/2022 / PN / NEO-HOS / C. Abierto Trans. 01 / #200338-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EXT-QUI.003,,SUELTO TERMO,Producción,20220228000423,28/02/2022 / PN / URO-QUI / Carro AL 10/10 / #200337-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EQP-QUI.URO.010,2.0,RESECTOR BIPOLAR OLYMPUS,Producción,20220228000470,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HUBU-QUI.ORL.BM066R,,DUROGRIP MR-PORTAAGUJAS HEGAR-MAYO 185MM,Producción,20220228000354,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HUBU-ORL.019,1.0,SET DE SEPTOPLASTIA 01,Producción,20220228000178,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HUBU-ORL.001,1.0,Amigdalas y Vegetaciones 01,Producción,20220228000114,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EXT-QUI.008,,SUELTO JERINGA,Producción,20220228000352,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EXT-QUI.008,,SUELTO JERINGA,Producción,20220228000157,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000418,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000353,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000088,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000087,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000086,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000085,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000084,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000083,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000082,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000081,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000080,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,HGY-QUI.ORLSUELTO,,SUELTO QUIROFANO ORL,Producción,20220228000079,
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EXT-QUI.ORL.MEDTRONI,,PIEZA DE MANO CIR. ENDOSCOPICA MEDTRONIC ORL,Producción,20220228000107,28/02/2022 / PN / ORL-QUI / Carro AL 10/10 / #200336-220228 PN
28/02/2022,20:48,PN,Comisionado,,,,1,Set,EXT-QUI.002,,SUELTO BANJA,Producción,20220228000414,28/02/2022 / PN / OFT-QUI / Carro AL 10/10 / #200335-220228 PN
