Fecha de seguimiento,Hora de seguimiento,Usuario,Nombre punto de control,Es preliminar,Es físico,Es denegado,Cant.,Tipo de objeto,Código,N/S,Nombre / Descripción,Tipo de producción,Nombre producción,Información adicional
31/03/2022,19:02,MAA,Cargado en carro  L+D,,,,1,Set,HNB-OFT.002,9.0,Catarata 09,,,
31/03/2022,18:41,MMF,Cargado en carro  L+D,,,,1,Set,EQP-QUI.URO.010,4.0,RESECTOR BIPOLAR OLYMPUS,,,
31/03/2022,18:41,MMF,Cargado en carro  L+D,,,,1,Set,EQP-QUI.URO.010,2.0,RESECTOR BIPOLAR OLYMPUS,,,
31/03/2022,18:40,MAA,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,11.0,Locales 11,,,
31/03/2022,18:40,MAA,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,13.0,Locales 13,,,
31/03/2022,18:40,MMF,Cargado en carro  L+D,,,,1,Set,DEP-QUI.NEUR.SYNTHES,3.0,SYNTHES-PLACAS NEURO 3,,,
31/03/2022,18:40,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,15.0,Locales 15,,,
31/03/2022,18:40,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,9.0,Locales 09,,,
31/03/2022,18:40,MAA,Cargado en carro  L+D,,,,1,Set,HNB-NC.010,1.0,Craneotomia 01,,,
31/03/2022,17:54,MAA,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OFT.002,14.0,FACO INFINITI 14,,,
31/03/2022,17:54,MAA,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OFT.002,15.0,FACO INFINITI 15,,,
31/03/2022,17:54,MAA,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OFT.002,1.0,FACO INFINITI 01,,,
31/03/2022,17:54,MAA,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OFT.002,2.0,FACO INFINITI 02,,,
31/03/2022,17:53,PN,Cargado en carro  L+D,,,,1,Set,HUBU-TR.008,1.0,Motores Linvatec Baterias 01,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CG,1.0,*HOS C.GENERAL 5D,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-RADV,1.0,*RADIOLOGIA VASCULAR -2C,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.URO,2.0,HOS UROLOGIA 6H,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.HEMA,1.0,*HOS HEMATOLOGIA 3H,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CV,1.0,*HOSP C.VASCULAR 4D,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CPL,2.0,HOSPITALIZACION C.PLASTICA 6D,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.ORL,3.0,*CCEE ORL -1C,,,
31/03/2022,17:44,AV,Cargado en carro  L+D,,,,1,Set,HUBU-RAD.002,4.0,Venotomia Radilogoa Vascular 04,,,
31/03/2022,17:42,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,17.0,Locales 17,,,
31/03/2022,17:42,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,4.0,Locales 04,,,
31/03/2022,17:42,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,5.0,Locales 05,,,
31/03/2022,17:42,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,1.0,Locales 01,,,
31/03/2022,17:42,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,1.0,Locales 01,,,
31/03/2022,17:27,MAA,Cargado en carro  L+D,,,,1,Set,HNB-OFT.002,2.0,Catarata 02,,,
31/03/2022,17:27,MAA,Cargado en carro  L+D,,,,1,Set,HNB-OFT.002,7.0,Catarata 07,,,
31/03/2022,17:27,MAA,Cargado en carro  L+D,,,,1,Set,HNB-OFT.002,11.0,Catarata 11,,,
31/03/2022,17:27,MAA,Cargado en carro  L+D,,,,1,Set,HNB-OFT.002,3.0,Catarata 03,,,
31/03/2022,17:18,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CG.001,11.0,Laparotomia 11,,,
31/03/2022,17:07,MAA,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.002,1.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,17:07,MAA,Cargado en carro  L+D,,,,1,Set,HGY-OBST.SUELTO,,SUELTO OBSTETRICIA,,,
31/03/2022,17:07,MAA,Cargado en carro  L+D,,,,1,Set,CONT-HOS.NEUMO,1.0,HOSPITALIZACION NEUMOLOGIA 5-B,,,
31/03/2022,17:06,MAA,Cargado en carro  L+D,,,,1,Set,CONT-HOS.ORL,1.0,HOSPITALIZACION ORL 6-F,,,
31/03/2022,17:06,MAA,Cargado en carro  L+D,,,,1,Set,CONT-HOS.GINE,1.0,*HOSP OBSTETRICIA 3F,,,
31/03/2022,17:06,MAA,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CP,1.0,HOSPITALIZACION PEDIATRIA 4-F,,,
31/03/2022,17:06,MAA,Cargado en carro  L+D,,,,1,Set,CONT-UCSI,1.0,*UCSI -2BTA,,,
31/03/2022,17:06,MAA,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,1.0,Histeroscopio Diagnostico 01*,,,
31/03/2022,16:51,MAA,Cargado en carro  L+D,,,,1,Set,CONT-HOS.GINE,1.0,*HOSP OBSTETRICIA 3F,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:41,MAA,Cargado en carro  L+D,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,16:32,MAA,Cargado en carro  L+D,,,,1,Set,HGY-QUI.CV.SUELTO,,SUELTO QUIROFANO CIRUGIA VASCULAR,,,
31/03/2022,16:30,MAA,Cargado en carro  L+D,,,,1,Set,CONT-QUI.CV,3.0,*QUIROFANO C.VASCULAR BTC,,,
31/03/2022,16:18,MAA,Cargado en carro  L+D,,,,1,Set,HNB-CV.001,1.0,By-Pass 01,,,
31/03/2022,16:11,MMF,Cargado en carro  L+D,,,,1,Set,HNB-CPL.002,9.0,Mano 09,,,
31/03/2022,16:06,MMF,Cargado en carro  L+D,,,,1,Set,HNB-GIN.007,3.0,Histerectomia 03,,,
31/03/2022,16:05,AV,Cargado en carro  L+D,,,,1,Set,HNB-CP.002,5.0,Hernia Infantil 05,,,
31/03/2022,16:05,AV,Cargado en carro  L+D,,,,1,Set,HUBU-GIN.022,2.0,Laparoscopia Histerectomia 02,,,
31/03/2022,16:05,AV,Cargado en carro  L+D,,,,1,Set,EQP-QUI.CG.OPT,11.0,"OPTICA HOPKINS II 0º, 10mm, 31cm",,,
31/03/2022,15:53,MMF,Cargado en carro  L+D,,,,1,Set,HUBU-TR.012,1.0,Motores Linvatec Electricos 01,,,
31/03/2022,15:29,VS,Cargado en carro  L+D,,,,1,Set,HNB-ORL.005,4.0,Radiofrecuencia de Cornetes 04,,,
31/03/2022,15:28,MMF,Cargado en carro  L+D,,,,1,Set,HUBU-URG.006,1.0,CONSULTA URGENCIAS OFTALMOLOGIA,,,
31/03/2022,15:22,MAA,Cargado en carro  L+D,,,,1,Set,HNB-CG.003,5.0,Hernia 05,,,
31/03/2022,15:15,MMF,Cargado en carro  L+D,,,,1,Set,HNB-NC.014,1.0,Valvulas/Derivacion V-P 01,,,
31/03/2022,15:15,MMF,Cargado en carro  L+D,,,,1,Set,HNB-ORL.005,3.0,Radiofrecuencia de Cornetes 03,,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,HNB-CG.002,4.0,Apendice 04,,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,DEP-QUI.TRA.STRYK,65.0,STRYKER-GAMMA 3 4ºJGO. COMPL.(1/1),,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OFT.OPT,1.0,OPTICA OFTALMOLOGIA,,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,EQP-QUI.OPT,14.0,"OPTICA HOPKINS II 30º, 5mm, 29cm",,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,EQP-QUI.ORL.OPT,9.0,HOPKINS 0º 4mm 18cm,,,
31/03/2022,15:14,AV,Cargado en carro  L+D,,,,1,Set,EQP-QUI.URO.OPT,3.0,OPT. HOPKINS II 0º 5mm 29cm,,,
31/03/2022,15:13,PG,Cargado en carro  L+D,,,,1,Set,HNB-CG.003,3.0,Hernia 03,,,
31/03/2022,15:12,MAA,Cargado en carro  L+D,,,,1,Set,EQP-QUI.URO.005,2.0,URETROTOMO,,,
31/03/2022,15:11,MAA,Cargado en carro  L+D,,,,1,Set,HUBU-TR.008,2.0,Motores Linvatec Baterias 02,,,
31/03/2022,15:11,MAA,Cargado en carro  L+D,,,,1,Set,HNB-CP.010,1.0,Laparoscopia Infantil 5mm N I 01,,,
31/03/2022,14:59,AV,Cargado en carro  L+D,,,,1,Set,HUBU-TR.019,2.0,Fresas Endomedular 02,,,
31/03/2022,14:59,AV,Cargado en carro  L+D,,,,1,Set,HUBU-TR.006,1.0,Endomedular 01,,,
31/03/2022,14:58,PG,Cargado en carro  L+D,,,,1,Set,HGY-QUI.NEUR.SUELTO,,SUELTO QUIROFANO NEUROCIRUGIA,,,
31/03/2022,14:58,PG,Cargado en carro  L+D,,,,1,Set,EXT-QUI.004,,MANGO LAMPARA,,,
31/03/2022,14:58,PG,Cargado en carro  L+D,,,,1,Set,EXT-QUI.VENDA,,VENDA ISQUEMIA,,,
31/03/2022,14:58,PG,Cargado en carro  L+D,,,,1,Set,EXT-QUI.OFT.007,1.0,LENTES ZEISS,,,
31/03/2022,14:33,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CV,1.0,*HOSP C.VASCULAR 4D,,,
31/03/2022,14:33,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.TRA,1.0,HOS. TRAUMATOLOGIA 7D,,,
31/03/2022,14:33,AV,Cargado en carro  L+D,,,,1,Set,CONT-QUI.CPL,1.0,*QUIROFANO C.PLASTICA BTF,,,
31/03/2022,14:33,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CPL,1.0,HOSPITALIZACION C.PLASTICA 6D,,,
31/03/2022,14:33,AV,Cargado en carro  L+D,,,,1,Set,CONT-HOS.CG,1.0,*HOS C.GENERAL 5D,,,
31/03/2022,14:16,MR,Cargado en carro  L+D,,,,1,Set,HNB-CPL.002,1.0,Mano 01,,,
31/03/2022,14:16,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.ORL.OPT,7.0,"HOPKINS 0º, 4mm, 18cm ORL",,,
31/03/2022,14:16,MR,Cargado en carro  L+D,,,,1,Set,CONT-QUI.TRA,3.0,*QUIROFANO TRAUMATOLOGIA BTF,,,
31/03/2022,14:16,MR,Cargado en carro  L+D,,,,1,Set,CONT-QUI.CP,1.0,*QUIROFANO C.PEDIATRICA BTC,,,
31/03/2022,14:14,LI,Cargado en carro  L+D,,,,1,Set,HNB-CPL.002,10.0,Mano 10,,,
31/03/2022,14:14,LI,Cargado en carro  L+D,,,,1,Set,HUBU-TR.003,3.0,Articulación 03,,,
31/03/2022,13:51,ER,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,2.0,Locales 02,,,
31/03/2022,13:51,ER,Cargado en carro  L+D,,,,1,Set,HNB-CPL.003,7.0,Locales 07,,,
31/03/2022,13:51,ER,Cargado en carro  L+D,,,,1,Set,HNB-CPL.002,2.0,Mano 02,,,
31/03/2022,13:51,ER,Cargado en carro  L+D,,,,1,Set,HNB-CG.007,6.0,Biopsia 06,,,
31/03/2022,13:51,ER,Cargado en carro  L+D,,,,1,Set,HNB-URO.003,2.0,Laparotomia 02,,,
31/03/2022,13:51,LI,Cargado en carro  L+D,,,,1,Set,HNB-URO.009,1.0,Laparoscopia Avanzada 01,,,
31/03/2022,13:50,BM,Cargado en carro  L+D,,,,1,Set,HNB-CG.003,4.0,Hernia 04,,,
31/03/2022,13:44,BM,Cargado en carro  L+D,,,,1,Set,HNB-URO.001,3.0,Basica p. Cir. Menor 03,,,
31/03/2022,13:44,BM,Cargado en carro  L+D,,,,1,Set,HNB-ORL.005,1.0,Radiofrecuencia de Cornetes 01,,,
31/03/2022,13:43,LI,Cargado en carro  L+D,,,,1,Set,EQP-QUI.ORL.OPT,16.0,HOPKINS 0º 4mm 18cm,,,
31/03/2022,13:43,LI,Cargado en carro  L+D,,,,1,Set,HGY-QUI.OPT.001,1.0,OPTICA 0º 10mm BT-E ,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.005,4.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.005,3.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.005,1.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.005,2.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.003,4.0,TIJERA ROMA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.003,2.0,TIJERA ROMA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.003,1.0,TIJERA ROMA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.002,4.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.002,3.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.002,2.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.002,1.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.008,1.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.008,3.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.007,2.0,CABLE MONOPOLAR HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.006,2.0,TIJERA ROMA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.006,1.0,TIJERA ROMA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.005,3.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.005,2.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.005,1.0,PINZA AGARRE HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.006,4.0,TIJERA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.006,3.0,TIJERA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.006,2.0,TIJERA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.006,1.0,TIJERA HISTEROSCOPIA,,,
31/03/2022,13:41,MR,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.005,5.0,PINZA BIOPSIA HISTEROSCOPIA,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,HGY-UCIA.SUELTO,,SUELTO UCI ADULTOS,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.GINE,1.0,*CCEE GINECOLOGIA -1D,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,CONT-ELECT,2.0,*ELECTROFISIOLOGÍA -1D,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.CG,2.0,CCEE CIRUGIA GENERAL,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.CP,1.0,*CCEE C.PEDIATRICA -1C,,,
31/03/2022,13:40,MR,Cargado en carro  L+D,,,,1,Set,HNB-OFT.010,3.0,Parpados 03,,,
31/03/2022,13:38,BM,Cargado en carro  L+D,,,,1,Set,CONT-HOS.DOM,1.0,*HOSP DOMICILO -1A,,,
31/03/2022,13:37,LI,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.GINE,4.0,*CCEE PATOLOGIA MAMARIA 1D,,,
31/03/2022,13:37,LI,Cargado en carro  L+D,,,,1,Set,CONT-QUI.ORL,4.0,*QUIROFANO ORL BTC,,,
31/03/2022,13:37,LI,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.ORL,1.0,*CCEE ORL -1C,,,
31/03/2022,13:37,LI,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.CV,2.0,*CCEE C.VASCULAR 1C,,,
31/03/2022,13:37,BM,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.CPL,1.0,CCEE C.PLASTICA 1C,,,
31/03/2022,13:37,BM,Cargado en carro  L+D,,,,1,Set,CONT-CCEE.TRA,1.0,*CCEE TRAUMA YESOS 0A,,,
31/03/2022,13:36,BM,Cargado en carro  L+D,,,,1,Set,CONT-HOS.DOM,1.0,*HOSP DOMICILO -1A,,,
31/03/2022,13:34,VS,Cargado en carro  L+D,,,,1,Set,EQP-QUI.CG.OPT,4.0,"OPTICA HOPKINS II 0º, 10mm, 31cm",,,
31/03/2022,13:34,VS,Cargado en carro  L+D,,,,1,Set,EQP-QUI.URO.OPT,11.0,"OPT. HOPKINS II 0º, 4mm, 30 cm",,,
31/03/2022,13:24,BM,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.001,1.0,HISTEROSCOPIO DIAGNOSTICO*,,,
31/03/2022,13:22,LI,Cargado en carro  L+D,,,,1,Set,CONT-HDINA,2.0,*HEMODINÁMICA -1BTD,,,
31/03/2022,13:21,LI,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,4.0,Histeroscopio Diagnostico 04*,,,
31/03/2022,13:21,LI,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,6.0,Histeroscopio Diagnostico 06,,,
31/03/2022,13:21,BM,Cargado en carro  L+D,,,,1,Set,EQP-QUI.GINE.001,4.0,HISTEROSCOPIO DIAGNOSTICO*,,,
31/03/2022,13:20,ER,Cargado en carro  L+D,,,,1,Set,HUBU-ELECT.001,6.0,Marcapasos 06,,,
31/03/2022,13:19,BM,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,3.0,Histeroscopio Diagnostico 03*,,,
31/03/2022,13:18,ER,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,2.0,Histeroscopio Diagnostico 02,,,
31/03/2022,13:18,ER,Cargado en carro  L+D,,,,1,Set,EQP-CCEE.GIN.001,5.0,Histeroscopio Diagnostico 05,,,
31/03/2022,13:17,ER,Cargado en carro  L+D,,,,1,Set,HNB-URO.001,7.0,Basica p. Cir. Menor 07,,,
31/03/2022,13:16,ER,Cargado en carro  L+D,,,,1,Set,HNB-CPL.001,5.0,Abdomen y Mama 05,,,
31/03/2022,13:16,BM,Cargado en carro  L+D,,,,1,Set,HGY-QUI.OPT.003,1.0,Optica 30º 10mm,,,
31/03/2022,13:16,BM,Cargado en carro  L+D,,,,1,Set,HNB-CPL.002,8.0,Mano 08,,,
31/03/2022,13:16,VS,Cargado en carro  L+D,,,,1,Set,HNB-TR.014,4.0,Artroscopia General 04,,,
31/03/2022,13:16,LI,Cargado en carro  L+D,,,,1,Set,HGY-QUI.CP.CAJA,,CONTENEDOR QUIROFANO CIRUGIA PEDIATRICA,,,
31/03/2022,13:16,LI,Cargado en carro  L+D,,,,1,Set,HNB-CP.003,1.0,Instr. Fino Infantil 01,,,
